0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1748.000000	
0.000000	,348.999680	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000320	
0.000000	,0.000000	,716.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,580.548417	,749.389012	,0.000000	,7.319609	,0.000000	,0.000000	,21.742932	,0.000000	,0.000000	,0.000000	,0.000013	,0.000000	,0.000000	,0.000000	,0.000000	,0.000005	,0.000012	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,830.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1356.999952	,0.000000	,0.000001	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000047	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,58.199836	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1454.800164	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,765.999915	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000045	,0.000000	,0.000040	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1058.999167	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000247	,0.000586	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1105.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1001.000000	
0.000000	,0.000000	,38.507445	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1282.480364	,0.006436	,0.000000	,0.000131	,0.001897	,0.000000	,0.003727	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,430.201957	,0.000000	,8.730167	,0.000000	,0.000000	,173.067876	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,300.847206	,0.000000	,0.000000	,0.000000	,0.000000	,0.152794	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1405.999997	,0.000000	,0.000001	,0.000000	,0.000001	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000035	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000002	,0.000000	,301.214605	,0.000000	,591.784491	,0.000867	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1036.273445	,0.000000	,921.726555	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,327.000000	,0.000000	
1252.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,985.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,-0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,195.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1204.000000	
0.000000	,0.000000	,0.000000	,0.000000	,295.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,-0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1647.999999	,0.000000	,0.000001	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,32.811936	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,820.188064	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,892.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,-0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,644.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
912.100973	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,58.899027	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,1729.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,77.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1535.000000	
0.000000	,0.000000	,0.000000	,0.000000	,849.173278	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.826722	,0.000000	,0.000000	,0.000000	,0.000000	,0.000001	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000001	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,753.999999	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,35.158394	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,878.841606	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1160.190903	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,25.303012	,0.000000	,22.506085	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,23.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000026	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,699.999974	
0.000000	,1.133763	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,724.866237	
0.000000	,0.000000	,868.999999	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000001	
0.000000	,0.000000	,21.557838	,27.827493	,0.000000	,0.271803	,0.000000	,0.000000	,0.807393	,0.000000	,0.000000	,0.000000	,326.875950	,0.000000	,6.633353	,0.000000	,0.000000	,131.500393	,311.525776	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1837.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,71.049049	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1733.950782	,0.000000	,0.000002	,0.000000	,0.000167	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,21.502781	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,537.497219	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,12.509237	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,510.457694	,0.000000	,454.033069	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1.955569	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,318.504356	,754.540075	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1940.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,237.775329	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,791.899699	,0.000000	,0.000000	,0.000749	,0.000000	,0.000000	,398.168342	,0.000000	,354.155881	
0.000000	,0.000000	,956.765678	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.064291	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,400.170030	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000001	,0.000000	,0.000000	,0.000000	,0.000000	,0.000001	,1695.999998	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,976.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,55.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,2.129312	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,37.321319	,0.000000	,73.323727	,53.225642	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,196.881369	,0.000000	,175.118631	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,325.047934	,235.952066	
1514.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,-0.000000	
0.000000	,82.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,-0.000000	
0.000000	,0.000000	,1037.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,73.049140	,94.293984	,0.000000	,0.921010	,0.000000	,0.000000	,2.735866	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,645.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,-0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1495.999999	,0.000000	,0.000001	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,53.737720	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1343.262280	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,139.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,-0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1340.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,873.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,164.100411	,0.000000	,0.000000	,0.000155	,0.000000	,0.000000	,82.509930	,0.000000	,73.389504	
0.000000	,0.000000	,0.001267	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1940.980283	,0.009741	,0.000000	,0.000198	,0.002871	,0.000000	,0.005640	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1199.926046	,0.000000	,24.350318	,0.000000	,0.000000	,482.723636	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1673.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1059.999998	,0.000000	,0.000001	,0.000000	,0.000001	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000002	,0.000000	,350.461691	,0.000000	,688.538306	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1015.103405	,0.000000	,902.896595	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,587.000000	,0.000000	
24.787005	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,422.212995	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,-0.000000	
0.000000	,1272.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,1209.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1154.000000	
0.000000	,0.000000	,0.000000	,0.000000	,852.159930	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,218.839834	,0.000000	,0.000000	,0.000000	,0.000000	,0.000236	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,4.041118	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,13.903887	,0.000000	,0.000000	,0.000000	,271.054994	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,52.391392	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1309.608608	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,105.140364	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,604.859597	,0.000000	,538.000039	
0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,0.000000	,1079.000000	